;Nomor Perkara;Klasifikasi Perkara;Tahun;Sumber
643;4002/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
644;352/Pid.Sus/2018/PN Ksp;Narkotika;2018;pn-kualasimpang
645;3802/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
646;3822/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
647;3842/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
648;3862/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
649;3882/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
650;3902/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
651;349/Pid.Sus/2018/PN Ksp;Narkotika;2018;pn-kualasimpang
652;3710/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
653;3690/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
654;3670/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
655;3722/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
656;3764/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
657;3743/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
658;3725/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
659;3537/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
660;3517/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
661;3497/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
662;3632/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
663;3611/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
664;3590/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
665;3570/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
666;3552/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
667;3487/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
668;3467/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
669;3427/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
670;3407/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
671;3387/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
672;3446/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
673;322/Pid.Sus/2018/PN Ksp;Narkotika;2018;pn-kualasimpang
674;3360/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
675;3340/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
676;3320/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
677;3300/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
678;317/Pid.B/2018/PN Ksp;Pencurian;2018;pn-kualasimpang
679;3268/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
680;3248/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
681;3228/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
682;304/Pid.Sus/2018/PN Ksp;Narkotika;2018;pn-kualasimpang
683;3207/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
684;3186/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
685;3166/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
686;3137/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
687;298/Pid.Sus/2018/PN Ksp;Narkotika;2018;pn-kualasimpang
688;3036/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
689;3056/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
690;3076/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
691;3096/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
692;3116/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
693;289/Pid.Sus/2018/PN Ksp;Narkotika;2018;pn-kualasimpang
694;3009/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
695;2932/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
696;2952/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
697;2972/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
698;283/Pid.B/2018/PN Ksp;Perubahan Atas Undang-Undang Nomor 10 Tahun 1995 Tentang Kepabeanan;2018;pn-kualasimpang
699;2825/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
700;2845/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
701;2865/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
702;2885/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
703;2905/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
704;2925/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
705;2781/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
706;2801/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
707;2721/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
708;2741/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
709;2761/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
710;260/Pid.Sus/2018/PN Ksp;Narkotika;2018;pn-kualasimpang
711;2701/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
712;2660/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
713;2680/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
714;240/Pid.Sus/2018/PN Ksp;Narkotika;2018;pn-kualasimpang
715;2623/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
716;2651/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
717;2595/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
718;2574/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
719;2596/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
720;221/Pid.Sus/2018/PN Ksp;Narkotika;2018;pn-kualasimpang
721;2563/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
722;2543/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
723;2523/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
724;2503/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
725;24/Pid.C/2018/PN Ksp;Penadahan, Penerbitan, dan Pencetakan;2018;pn-kualasimpang
726;2466/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
727;2470/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
728;196/Pid.Sus/2018/PN Ksp;Narkotika;2018;pn-kualasimpang
729;2403/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
730;2383/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
731;2430/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
732;2348/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
733;2328/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
734;2365/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
735;2283/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
736;2303/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
737;184/Pid.Sus/2018/PN Ksp;Narkotika;2018;pn-kualasimpang
738;2263/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
739;2254/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
740;2239/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
741;2225/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
742;2196/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
743;2216/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
744;2187/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
745;2057/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
746;2077/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
747;2097/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
748;2117/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
749;2137/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
750;2157/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
751;2010/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
752;2030/Pid.LL/2018/PN Ksp;Perkara Lalu-Lintas;2018;pn-kualasimpang
753;149/Pid.Sus/2018/PN Ksp;Narkotika;2018;pn-kualasimpang
754;1680/Pid.LL/2018/PN .KSP;Perkara Lalu-Lintas;2018;pn-kualasimpang
755;1660/Pid.LL/2018/PN .KSP;Perkara Lalu-Lintas;2018;pn-kualasimpang
756;1640/Pid.LL/2018/PN .KSP;Perkara Lalu-Lintas;2018;pn-kualasimpang
757;1693/Pid.LL/2018/PN .KSP;Perkara Lalu-Lintas;2018;pn-kualasimpang
758;1712/Pid.LL/2018/PN .KSP;Perkara Lalu-Lintas;2018;pn-kualasimpang
759;1733/Pid.LL/2018/PN .KSP;Perkara Lalu-Lintas;2018;pn-kualasimpang
760;1753/Pid.LL/2018/PN .KSP;Perkara Lalu-Lintas;2018;pn-kualasimpang
761;1883/Pid.LL/2018/PN .KSP;Perkara Lalu-Lintas;2018;pn-kualasimpang
762;1778/Pid.LL/2018/PN .KSP;Perkara Lalu-Lintas;2018;pn-kualasimpang
763;1835/Pid.LL/2018/PN .KSP;Perkara Lalu-Lintas;2018;pn-kualasimpang
764;1771/Pid.LL/2018/PN .KSP;Perkara Lalu-Lintas;2018;pn-kualasimpang
765;1792/Pid.LL/2018/PN .KSP;Perkara Lalu-Lintas;2018;pn-kualasimpang
766;1890/Pid.LL/2018/PN .KSP;Perkara Lalu-Lintas;2018;pn-kualasimpang
767;1910/Pid.LL/2018/PN .KSP;Perkara Lalu-Lintas;2018;pn-kualasimpang
768;1930/Pid.LL/2018/PN .KSP;Perkara Lalu-Lintas;2018;pn-kualasimpang
769;1950/Pid.LL/2018/PN .KSP;Perkara Lalu-Lintas;2018;pn-kualasimpang
770;1970/Pid.LL/2018/PN .KSP;Perkara Lalu-Lintas;2018;pn-kualasimpang
771;1990/Pid.LL/2018/PN .KSP;Perkara Lalu-Lintas;2018;pn-kualasimpang
772;1785/Pid.LL/2018/PN .KSP;Perkara Lalu-Lintas;2018;pn-kualasimpang
773;1622/Pid.LL/2018/PN .KSP;Perkara Lalu-Lintas;2018;pn-kualasimpang
774;1602/Pid.LL/2018/PN .KSP;Perkara Lalu-Lintas;2018;pn-kualasimpang
775;1582/Pid.LL/2018/PN .KSP;Perkara Lalu-Lintas;2018;pn-kualasimpang
776;1562/Pid.LL/2018/PN .KSP;Perkara Lalu-Lintas;2018;pn-kualasimpang
777;1542/Pid.LL/2018/PN .KSP;Perkara Lalu-Lintas;2018;pn-kualasimpang
778;128/Pid.Sus/2018/PN .KSP;Narkotika;2018;pn-kualasimpang
779;1516/Pid.LL/2018/PN .KSP;Perkara Lalu-Lintas;2018;pn-kualasimpang
780;1496/Pid.LL/2018/PN .KSP;Perkara Lalu-Lintas;2018;pn-kualasimpang
781;1476/Pid.LL/2018/PN .KSP;Perkara Lalu-Lintas;2018;pn-kualasimpang
782;1456/Pid.LL/2018/PN .KSP;Perkara Lalu-Lintas;2018;pn-kualasimpang
783;1436/Pid.LL/2018/PN .KSP;Perkara Lalu-Lintas;2018;pn-kualasimpang
784;1416/Pid.LL/2018/PN .KSP;Perkara Lalu-Lintas;2018;pn-kualasimpang
785;1396/Pid.LL/2018/PN .KSP;Perkara Lalu-Lintas;2018;pn-kualasimpang
786;1377/Pid.LL/2018/PN .KSP;Perkara Lalu-Lintas;2018;pn-kualasimpang
787;1356/Pid.LL/2018/PN .KSP;Perkara Lalu-Lintas;2018;pn-kualasimpang
788;1336/Pid.LL/2018/PN .KSP;Perkara Lalu-Lintas;2018;pn-kualasimpang
789;1329/Pid.LL/2018/PN .KSP;Perkara Lalu-Lintas;2018;pn-kualasimpang
790;1309/Pid.LL/2018/PN .KSP;Perkara Lalu-Lintas;2018;pn-kualasimpang
791;1289/Pid.LL/2018/PN .KSP;Perkara Lalu-Lintas;2018;pn-kualasimpang
792;1269/Pid.LL/2018/PN .KSP;Perkara Lalu-Lintas;2018;pn-kualasimpang
793;1249/Pid.LL/2018/PN .KSP;Perkara Lalu-Lintas;2018;pn-kualasimpang
794;14/Pid.C/2018/PN .KSP;Pencurian;2018;pn-kualasimpang
795;1217/Pid.LL/2018/PN .KSP;Perkara Lalu-Lintas;2018;pn-kualasimpang
796;1197/Pid.LL/2018/PN .KSP;Perkara Lalu-Lintas;2018;pn-kualasimpang
797;1183/Pid.LL/2018/PN .KSP;Perkara Lalu-Lintas;2018;pn-kualasimpang
798;1163/Pid.LL/2018/PN .KSP;Perkara Lalu-Lintas;2018;pn-kualasimpang
799;1143/Pid.LL/2018/PN .KSP;Perkara Lalu-Lintas;2018;pn-kualasimpang
800;1123/Pid.LL/2018/PN .KSP;Perkara Lalu-Lintas;2018;pn-kualasimpang
801;1103/Pid.LL/2018/PN .KSP;Perkara Lalu-Lintas;2018;pn-kualasimpang
802;87/Pid.B/2018/PN .KSP;Pencurian;2018;pn-kualasimpang
803;1073/Pid.LL/2018/PN .KSP;Perkara Lalu-Lintas;2018;pn-kualasimpang
804;10/Pdt.P/2018/PN .KSP;Perbaikan Kesalahan Dalam Akta Kelahiran;2018;pn-kualasimpang
805;1034/Pid.LL/2018/PN .KSP;Perkara Lalu-Lintas;2018;pn-kualasimpang
806;1014/Pid.LL/2018/PN .KSP;Perkara Lalu-Lintas;2018;pn-kualasimpang
807;994/Pid.LL/2018/PN .KSP;Perkara Lalu-Lintas;2018;pn-kualasimpang
808;84/Pid.Sus/2018/PN .KSP;Narkotika;2018;pn-kualasimpang
809;963/Pid.LL/2018/PN .KSP;Perkara Lalu-Lintas;2018;pn-kualasimpang
810;864/Pid.LL/2018/PN .KSP;Perkara Lalu-Lintas;2018;pn-kualasimpang
811;884/Pid.LL/2018/PN .KSP;Perkara Lalu-Lintas;2018;pn-kualasimpang
812;904/Pid.LL/2018/PN .KSP;Perkara Lalu-Lintas;2018;pn-kualasimpang
813;924/Pid.LL/2018/PN .KSP;Perkara Lalu-Lintas;2018;pn-kualasimpang
814;944/Pid.LL/2018/PN .KSP;Perkara Lalu-Lintas;2018;pn-kualasimpang
815;8/Pdt.P/2018/PN .KSP;Permohonan Ganti Nama;2018;pn-kualasimpang
816;821/Pid.LL/2018/PN .KSP;Perkara Lalu-Lintas;2018;pn-kualasimpang
817;801/Pid.LL/2018/PN .KSP;Perkara Lalu-Lintas;2018;pn-kualasimpang
818;781/Pid.LL/2018/PN .KSP;Perkara Lalu-Lintas;2018;pn-kualasimpang
819;761/Pid.LL/2018/PN .KSP;Perkara Lalu-Lintas;2018;pn-kualasimpang
820;741/Pid.LL/2018/PN .KSP;Perkara Lalu-Lintas;2018;pn-kualasimpang
821;721/Pid.LL/2018/PN .KSP;Perkara Lalu-Lintas;2018;pn-kualasimpang
822;838/Pid.LL/2018/PN .KSP;Perkara Lalu-Lintas;2018;pn-kualasimpang
823;65/Pid.Sus/2018/PN .KSP;Narkotika;2018;pn-kualasimpang
824;681/Pid.LL/2018/PN .KSP;Perkara Lalu-Lintas;2018;pn-kualasimpang
825;661/Pid.LL/2018/PN .KSP;Perkara Lalu-Lintas;2018;pn-kualasimpang
826;641/Pid.LL/2018/PN .KSP;Perkara Lalu-Lintas;2018;pn-kualasimpang
827;621/Pid.LL/2018/PN .KSP;Perkara Lalu-Lintas;2018;pn-kualasimpang
828;601/Pid.LL/2018/PN .KSP;Perkara Lalu-Lintas;2018;pn-kualasimpang
829;581/Pid.LL/2018/PN .KSP;Perkara Lalu-Lintas;2018;pn-kualasimpang
830;561/Pid.LL/2018/PN .KSP;Perkara Lalu-Lintas;2018;pn-kualasimpang
831;541/Pid.LL/2018/PN .KSP;Perkara Lalu-Lintas;2018;pn-kualasimpang
832;62/Pid.Sus/2018/PN .KSP;Narkotika;2018;pn-kualasimpang
833;517/Pid.LL/2018/PN .KSP;Perkara Lalu-Lintas;2018;pn-kualasimpang
834;497/Pid.LL/2018/PN .KSP;Perkara Lalu-Lintas;2018;pn-kualasimpang
835;477/Pid.LL/2018/PN .KSP;Perkara Lalu-Lintas;2018;pn-kualasimpang
836;457/Pid.LL/2018/PN .KSP;Perkara Lalu-Lintas;2018;pn-kualasimpang
837;437/Pid.LL/2018/PN .KSP;Perkara Lalu-Lintas;2018;pn-kualasimpang
838;417/Pid.LL/2018/PN .KSP;Perkara Lalu-Lintas;2018;pn-kualasimpang
839;399/Pid.LL/2018/PN .KSP;Perkara Lalu-Lintas;2018;pn-kualasimpang
840;379/Pid.LL/2018/PN .KSP;Perkara Lalu-Lintas;2018;pn-kualasimpang
841;359/Pid.LL/2018/PN .KSP;Perkara Lalu-Lintas;2018;pn-kualasimpang
842;339/Pid.LL/2018/PN .KSP;Perkara Lalu-Lintas;2018;pn-kualasimpang
843;242/Pid.LL/2018/PN .KSP;Perkara Lalu-Lintas;2018;pn-kualasimpang
844;262/Pid.LL/2018/PN .KSP;Perkara Lalu-Lintas;2018;pn-kualasimpang
845;282/Pid.LL/2018/PN .KSP;Perkara Lalu-Lintas;2018;pn-kualasimpang
846;302/Pid.LL/2018/PN .KSP;Perkara Lalu-Lintas;2018;pn-kualasimpang
847;322/Pid.LL/2018/PN .KSP;Perkara Lalu-Lintas;2018;pn-kualasimpang
848;42/Pid.B/2018/PN .KSP;Penadahan, Penerbitan, dan Pencetakan;2018;pn-kualasimpang
849;25/Pid.B/2018/PN .KSP;Pencurian;2018;pn-kualasimpang
850;121/Pid.LL/2018/PN .KSP;Perkara Lalu-Lintas;2018;pn-kualasimpang
851;141/Pid.LL/2018/PN .KSP;Perkara Lalu-Lintas;2018;pn-kualasimpang
852;161/Pid.LL/2018/PN .KSP;Perkara Lalu-Lintas;2018;pn-kualasimpang
853;181/Pid.LL/2018/PN .KSP;Perkara Lalu-Lintas;2018;pn-kualasimpang
854;201/Pid.LL/2018/PN .KSP;Perkara Lalu-Lintas;2018;pn-kualasimpang
855;221/Pid.LL/2018/PN .KSP;Perkara Lalu-Lintas;2018;pn-kualasimpang
856;22/Pid.Sus/2018/PN .KSP;Narkotika;2018;pn-kualasimpang
857;57/Pid.LL/2018/PN .KSP;Perkara Lalu-Lintas;2018;pn-kualasimpang
858;77/Pid.LL/2018/PN .KSP;Perkara Lalu-Lintas;2018;pn-kualasimpang
859;97/Pid.LL/2018/PN .KSP;Perkara Lalu-Lintas;2018;pn-kualasimpang
860;27/Pid.LL/2018/PN .KSP;Perkara Lalu-Lintas;2018;pn-kualasimpang
861;11/Pid.Sus/2018/PN .KSP;Perlindungan Anak;2018;pn-kualasimpang
862;8/Pid.LL/2018/PN .KSP;Perkara Lalu-Lintas;2018;pn-kualasimpang
863;3966/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
864;3946/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
865;3926/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
866;3994/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
867;4014/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
868;4034/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
869;3922/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
870;3902/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
871;3882/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
872;3862/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
873;340/Pid.Sus/2017/PN .KSP;Narkotika;2017;pn-kualasimpang
874;3834/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
875;3814/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
876;3799/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
877;3779/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
878;3759/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
879;3739/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
880;3719/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
881;3699/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
882;3679/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
883;3659/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
884;3639/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
885;319/Pid.B/2017/PN .KSP;Penggelapan ;2017;pn-kualasimpang
886;3609/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
887;3589/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
888;3569/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
889;3549/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
890;3529/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
891;3509/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
892;3489/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
893;3469/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
894;3449/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
895;3429/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
896;3409/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
897;3389/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
898;3369/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
899;3349/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
900;3331/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
901;3019/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
902;2999/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
903;2979/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
904;2959/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
905;2939/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
906;3027/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
907;3047/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
908;3067/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
909;3087/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
910;3107/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
911;3127/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
912;3147/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
913;3167/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
914;3187/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
915;3207/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
916;3227/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
917;3247/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
918;3267/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
919;3287/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
920;3307/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
921;3327/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
922;2924/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
923;2904/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
924;2884/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
925;2864/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
926;2844/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
927;2824/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
928;2804/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
929;2784/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
930;2764/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
931;2744/Pid.LL/2017/PN .KSP;Perkara Lalu-Lintas;2017;pn-kualasimpang
